SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Sidalcea cusickii,Mass_seed,2.579999924,mg,,,Guerrant and Raven 95,n=57
Sidalcea cusickii,Mass_seed,2.28640008,mg,,,Roberts 05b,
Sidalcea cusickii,Perenniality,,,perennial,,--,
Sidalcea cusickii,Pollination_mode,,,insect,,Moldenke 1981,"For the genus Sidalcea, the primary pollinator is Diadasia nigrifrons, a specialist bee that visits no other genera"
Sidalcea cusickii,Propagation_mode,,,seed and vegetative,,--,
Sidalcea cusickii,Root_system,,,fibrous,,--,
Sidalcea cusickii,Seed_length,2.380000114,mm,,,Guerrant and Raven 95,+/- 0.24; seed width=1.81+/-0.10
Sidalcea cusickii,Seed_length,3.252000093,mm,,,Roberts 05b,
Sidalcea cusickii,Seed_shape,0.088118002,mm3,,,Roberts 05b,
Sidalcea cusickii,Status_Federal,,,none,,--,
Sidalcea cusickii,Status_ONHIC,,,List 4,,OrNHIC 04,
Sidalcea cusickii,Status_State,,,none,,--,
Sidalcea cusickii,Stem_arrangement,,,multiple upright,,--,
Sidalcea cusickii,Taxonomic_group,,,dicot,,,
Sidalcea cusickii,Wetland_Indicator_Status,,,NL,,,
Sidalcea cusickii,Where_native,,,Willamette Valley,,--,
Sidalcea malviflora ssp. virgata,Authority,,,,Howell,--,
Sidalcea malviflora ssp. virgata,Code,,,,SIMAV,"USDA, NRCS 08",
Sidalcea malviflora ssp. virgata,Common_name,,,,checker mallow,--,
Sidalcea malviflora ssp. virgata,Family,,,,Malvaceae,--,
Sidalcea malviflora ssp. virgata,Germination_rate,10,%,,,Roberts and Clark 04a,Fungicide -
Sidalcea malviflora ssp. virgata,Growth_form_std,,,dicot forb,,--,
Sidalcea malviflora ssp. virgata,Habit,,,herbaceous,,--,
Sidalcea malviflora ssp. virgata,Habitat_main,,,wetland prairie,,--,
Sidalcea malviflora ssp. virgata,Height_max,100,cm,,,Flora ID Northwest 04,
Sidalcea malviflora ssp. virgata,Leaf_division,,,compound,,--
Sidalcea malviflora ssp. virgata,Leaf_margin,,,lobed,,--
Sidalcea malviflora ssp. virgata,Root_system,,,tap,,--
Sidalcea malviflora ssp. virgata,Status_Federal,,,none,,--
Sidalcea malviflora ssp. virgata,Status_ONHIC,,,none,,--
Sidalcea malviflora ssp. virgata,Status_State,,,none,,--
Sidalcea malviflora ssp. virgata,Taxonomic_group,,,dicot,,
Sidalcea malviflora ssp. virgata,Where_native,,,Willamette Valley,,--
Sisyrinchium angustifolium,Authority,,,,P. Mill.,--
Sisyrinchium angustifolium,Code,,,,SIAN3,--
Sisyrinchium angustifolium,Common_name,,,,narrowleaf blue-eyed-grass,--
Sisyrinchium angustifolium,Dispersal_mode,,,other,,Verbeek and Boasson 95
Sisyrinchium angustifolium,Family,,,,Iridaceae,--
Sisyrinchium angustifolium,Growth_form_std,,,monocot forb,,--
Sisyrinchium angustifolium,Habit,,,herbaceous,,--
Sisyrinchium angustifolium,Habitat_main,,,wetland,,--
Sisyrinchium angustifolium,Height_max,45,cm,,,Flora ID Northwest 04
Sisyrinchium angustifolium,Leaf_division,,,simple,,--
Sisyrinchium angustifolium,Leaf_margin,,,entire,,--
Sisyrinchium angustifolium,Leaf_shape,,,,linear,--
Sisyrinchium angustifolium,Perenniality,,,perennial,,--
Sisyrinchium angustifolium,Propagation_mode,,,seed and vegetative,,--
Sisyrinchium angustifolium,Reproductive_sched,,,polycarpy,,--
Sisyrinchium angustifolium,Root_system,,,fibrous,,--
Sisyrinchium angustifolium,Status_Federal,,,none,,--
Sisyrinchium angustifolium,Status_ONHIC,,,none,,--
Sisyrinchium angustifolium,Status_State,,,none,,--
Sisyrinchium angustifolium,Stem_arrangement,,,multiple upright,,--
Sisyrinchium angustifolium,Taxonomic_group,,,monocot,,
Sisyrinchium angustifolium,Wetland_Indicator_Status,,,FACW-,,"USDA, NRCS 05"
Sisyrinchium angustifolium,Where_native,,,Willamette Valley,,--
Sisyrinchium hitchcockii,Authority,,,,D Henderson,--
Sisyrinchium hitchcockii,Code,,,,SIHI4,"USDA, NRCS 08",
Sisyrinchium hitchcockii,Common_name,,,,Hitchcock's blue-eyed grass,--,
Sisyrinchium hitchcockii,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Sisyrinchium hitchcockii,Family,,,,Iridaceae,--,
Sisyrinchium hitchcockii,Flowering_peak_month,5,month,,,Henderson 76,
Sisyrinchium hitchcockii,Germination_rate,0.064000003,% CHECK,,,Guerrant and Raven 95,0.064% +/- 0.030 under cold stratification
Sisyrinchium hitchcockii,Germination_rate,0.016000001,% CHECK,,,Guerrant and Raven 95,0.016%+/-0.017 under warm then cold treatment
Sisyrinchium hitchcockii,Growth_form_std,,,monocot forb,,--,
Sisyrinchium hitchcockii,Habit,,,herbaceous,,--,
Sisyrinchium hitchcockii,Habitat_main,,,upland prairie,,--,
Sisyrinchium hitchcockii,Height_max,55,cm,,,Flora ID Northwest 04,
Sisyrinchium hitchcockii,Leaf_division,,,simple,,--,
Sisyrinchium hitchcockii,Leaf_margin,,,entire,,--,
Sisyrinchium hitchcockii,Leaf_shape,,,,linear,--,
Sisyrinchium hitchcockii,Life_form,,,hemicryptophyte,,--,
Sisyrinchium hitchcockii,Mass_seed,1.620000005,mg,,,Guerrant and Raven 95,n=60
Sisyrinchium hitchcockii,Perenniality,,,perennial,,--,
Sisyrinchium hitchcockii,Pollination_mode,,,insect,,Henderson 76,solitary bees of the family Megachilidae
Sisyrinchium hitchcockii,Root_system,,,fibrous,,--,
Sisyrinchium hitchcockii,Seed_length,2.5,mm,,,Henderson 76,spherical seeds 1.9-2.5mm in diameter
Sisyrinchium hitchcockii,Seed_length,1.440000057,mm,,,Guerrant and Raven 95,length=1.44mm+/- 0.08; width=1.30mm=/-0.08
Sisyrinchium hitchcockii,Status_Federal,,,none,,--,
Sisyrinchium hitchcockii,Status_ONHIC,,,List 1,,OrNHIC 04,
Sisyrinchium hitchcockii,Status_State,,,none,,--,
Sisyrinchium hitchcockii,Stem_arrangement,,,multiple upright,,--,
Sisyrinchium hitchcockii,Taxonomic_group,,,monocot,,,
Sisyrinchium hitchcockii,Where_native,,,Willamette Valley,,--,
Solidago canadensis,Authority,,,,L.,"USDA, NRCS 05",
Solidago canadensis,Clonality,,,clonal rhizomes,,Flora ID Northwest 04,
Solidago canadensis,Code,,,,SOCA6,"USDA, NRCS 07",
Solidago canadensis,Common_name,,,,Canada goldenrod,"USDA, NRCS 07",
Solidago canadensis,Diaspore_feature,,,pappus or hair,,Ecol. Flora British Isles,
Solidago canadensis,Dispersal_peak_month,10.5,month,,,Boyer 07a
Solidago canadensis,Dormancy_break_mech,,,not stratification,,Boyer 07a
Solidago canadensis,Family,,,,Asteraceae,--
Solidago canadensis,Flowering_peak_month,7.5,month,,,--
Solidago canadensis,Flowering_peak_month,8,month,,,Boyer 07a
Solidago canadensis,Germination_peak_month,5,month,,,Boyer 07a
Solidago canadensis,Germination_rate,56,mg,,,Clark et al 08b
Solidago canadensis,Growth_form_Corn,,,erect leafy,,--
Solidago canadensis,Growth_form_std,,,dicot forb,,--
Solidago canadensis,Habit,,,herbaceous,,--
Solidago canadensis,Habitat_main,,,upland prairie,,Native Seed Network 07
Solidago canadensis,Height_max,130,cm,,,Flora ID Northwest 04
Solidago canadensis,Leaf_division,,,simple,,Flora ID Northwest 04
Solidago canadensis,Leaf_margin,,,entire,,Flora ID Northwest 04
Solidago canadensis,Leaf_margin,,,toothed,,Flora ID Northwest 04
Solidago canadensis,Leaf_shape,,,,lanceolate,Flora ID Northwest 04
Solidago canadensis,Life_form,,,hemicryptophyte,,Ecol. Flora British Isles
Solidago canadensis,Mass_seed,0.059999999,mg,,,Flynn et al. 06
Solidago canadensis,Mass_seed,0.090666667,mg,,,Clark et al 08b
Solidago canadensis,Nitrogen_fixing,,,No,,--
Solidago canadensis,Perenniality,,,perennial,,--
Solidago canadensis,Propagation_mode,,,seed and vegetative,,Coladonato 93a
Solidago canadensis,Reproductive_sched,,,polycarpy,,--
Solidago canadensis,Root_system,,,fibrous,,Ecol. Flora British Isles
Solidago canadensis,Seed_bank,,,yes,,Coladonato 93a
Solidago canadensis,Status_Federal,,,none,,--
Solidago canadensis,Status_ONHIC,,,none,,--
Solidago canadensis,Status_State,,,none,,--
Solidago canadensis,Stem_arrangement,,,single upright,,Klinkenberg 07
Solidago canadensis,Wetland_Indicator_Status,,,FACU,,"USDA, NRCS 07"
Solidago canadensis,Where_native,,,Willamette Valley,,Ecol. Flora British Isles
Solidago missouriensis,Authority,,,,Nutt.,"USDA, NRCS 07"
Solidago missouriensis,Clonality,,,clonal rhizomes,,Flora ID Northwest 04
Solidago missouriensis,Code,,,,SOMI2,"USDA, NRCS 07"
Solidago missouriensis,Common_name,,,,Missouri goldenrod,"USDA, NRCS 07"
Solidago missouriensis,Diaspore_feature,,,pappus or hair,,Flora ID Northwest 04
Solidago missouriensis,Dispersal_peak_month,9.5,month,,,Walsh 94b
Solidago missouriensis,Dormancy_break_mech,,,not stratification,,Flynn et al. 06
Solidago missouriensis,Family,,,,Asteraceae,--
Solidago missouriensis,Flowering_peak_month,8,month,,,UW Burke Museum
Solidago missouriensis,Germination_rate,78,%,,,Flynn et al. 06
Solidago missouriensis,Germination_rate,48,mg,,,Clark et al 08b
Solidago missouriensis,Growth_form_Corn,,,erect leafy,,--
Solidago missouriensis,Growth_form_std,,,dicot forb,,--
Solidago missouriensis,Habit,,,herbaceous,,--
Solidago missouriensis,Habitat_main,,,upland prairie,,--
Solidago missouriensis,Height_max,60,cm,,,Flora ID Northwest 04
Solidago missouriensis,Leaf_division,,,simple,,Flora ID Northwest 04
Solidago missouriensis,Leaf_margin,,,entire,,Flora ID Northwest 04
Solidago missouriensis,Leaf_margin,,,toothed,,Flora ID Northwest 04
Solidago missouriensis,Leaf_shape,,,,lanceolate,Flora ID Northwest 04
Solidago missouriensis,Life_form,,,hemicryptophyte,,--
Solidago missouriensis,Mass_seed,0.232333332,mg,,,Clark et al 08b
Solidago missouriensis,Nitrogen_fixing,,,No,,--
Solidago missouriensis,Perenniality,,,perennial,,--
Solidago missouriensis,Propagation_mode,,,seed and vegetative,,--
Solidago missouriensis,Reproductive_sched,,,polycarpy,,--
Solidago missouriensis,Root_system,,,fibrous,,--
Solidago missouriensis,Seed_bank,,,yes,,Walsh 94b
Solidago missouriensis,Status_Federal,,,none,,--
Solidago missouriensis,Status_ONHIC,,,none,,--
Solidago missouriensis,Status_State,,,none,,--
Solidago missouriensis,Stem_arrangement,,,single upright,,Klinkenberg 07
Solidago missouriensis,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07"
Solidago missouriensis,Where_native,,,other North America,,,
Solidago simplex,Authority,,,,Kunth,"USDA, NRCS 07",
Solidago simplex,Clonality,,,clonal rhizomes,,UW Burke Museum,
Solidago simplex,Code,,,,SOSI3,"USDA, NRCS 07",
Solidago simplex,Common_name,,,,Mt. Albert goldenrod,"USDA, NRCS 07",
Solidago simplex,Diaspore_feature,,,pappus or hair,,Flora ID Northwest 04,
Solidago simplex,Dispersal_peak_month,9.5,month,,,Young 01d,Data for Solidago simplex Kunth ssp. simplex var. spathulata
Solidago simplex,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Solidago simplex,Family,,,,Asteraceae,--,
Solidago simplex,Flowering_peak_month,7.5,month,,,--,
Solidago simplex,Germination_rate,52,mg,,,Clark et al 08b,
Solidago simplex,Growth_form_Corn,,,semi-basal,,--,
Solidago simplex,Growth_form_std,,,dicot forb,,--,
Solidago simplex,Habit,,,herbaceous,,--,
Solidago simplex,Habitat_main,,,upland prairie,,--,
Solidago simplex,Height_max,60,cm,,,Flora ID Northwest 04,
Solidago simplex,Leaf_division,,,simple,,Flora ID Northwest 04
Solidago simplex,Leaf_margin,,,entire,,Flora ID Northwest 04
Solidago simplex,Leaf_margin,,,toothed,,Flora ID Northwest 04
Solidago simplex,Leaf_shape,,,,oblanceolate,Flora ID Northwest 04
Solidago simplex,Life_form,,,hemicryptophyte,,--
Solidago simplex,Mass_seed,0.381000012,mg,,,Clark et al 08b
Solidago simplex,Nitrogen_fixing,,,No,,--
Solidago simplex,Perenniality,,,perennial,,--
Solidago simplex,Propagation_mode,,,seed and vegetative,,--
Solidago simplex,Reproductive_sched,,,polycarpy,,--
Solidago simplex,Root_system,,,fibrous,,--
Solidago simplex,Status_Federal,,,none,,--
Solidago simplex,Status_ONHIC,,,none,,--
Solidago simplex,Status_State,,,none,,--
Solidago simplex,Stem_arrangement,,,single upright,,Klinkenberg 07
Solidago simplex,Synonym,,,,Solidago spathulata,--
Solidago simplex,Wetland_Indicator_Status,,,FACU,,"USDA, NRCS 07",
Solidago simplex,Where_native,,,other North America,,--,
Symphyotrichum hallii,Authority,,,,(Gray) Nesom,--,
Symphyotrichum hallii,Clonality,,,clonal rhizomes,,Wash. NHP 05,citation: http://www.dnr.wa.gov/nhp/refdesk/fguide/pdf/asthal.pdf
Symphyotrichum hallii,Code,,,,SYHA,"USDA, NRCS 05",
Symphyotrichum hallii,Common_name,,,,Hall's aster,--,
Symphyotrichum hallii,Diaspore_feature,,,pappus or hair,,,
Symphyotrichum hallii,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Symphyotrichum hallii,Family,,,,Asteraceae,--,
Symphyotrichum hallii,Flowering_peak_month,8,month,,,Flora ID Northwest 04,median of earliest 3 months listed
Symphyotrichum hallii,Germination_rate,14,%,,,Guerrant and Raven 95,Maximum germination
Symphyotrichum hallii,Germination_rate,100,%,,,Flynn et al. 04,For A. chilensis
Symphyotrichum hallii,Growth_form_Corn,,,erect leafy,,,
Symphyotrichum hallii,Growth_form_std,,,dicot forb,,--,
Symphyotrichum hallii,Habit,,,herbaceous,,--,
Symphyotrichum hallii,Height_max,50,cm,,,Flora ID Northwest 04,
Symphyotrichum hallii,Life_form,,,hemicryptophyte,,,
Symphyotrichum hallii,Life_form_exp,,,H mstem,,,
Symphyotrichum hallii,Mass_seed,0.25,mg,,,Guerrant and Raven 95,
Symphyotrichum hallii,Mass_seed,0.235799998,mg,,,Roberts 05b,with pappus
Symphyotrichum hallii,Perenniality,,,perennial,,--,
Symphyotrichum hallii,Root_system,,,tap,,--,
Symphyotrichum hallii,Seed_length,1.769999981,mm,,,Guerrant and Raven 95,
Symphyotrichum hallii,Seed_length,2.177999973,mm,,,Roberts 05b,
Symphyotrichum hallii,Seed_shape,0.239089996,mm3,,,Roberts 05b,
Symphyotrichum hallii,Status_Federal,,,none,,--,
Symphyotrichum hallii,Status_ONHIC,,,none,,--,
Symphyotrichum hallii,Status_State,,,none,,--,
Symphyotrichum hallii,Synonym,,,,Aster hallii,Oregon Plant Atlas,
Symphyotrichum hallii,Synonym,,,,Aster chilensis ssp. hallii,Oregon Plant Atlas,
Symphyotrichum hallii,Taxonomic_group,,,dicot,,,
Symphyotrichum hallii,Wetland_Indicator_Status,,,NL,,,
Symphyotrichum hallii,Where_native,,,Willamette Valley,,--,
Taeniatherum caput-medusae,Authority,,,,L.,--,
Taeniatherum caput-medusae,Breeding,,,autogamy,,--,
Taeniatherum caput-medusae,Code,,,,TACA8,"USDA, NRCS 08",
Taeniatherum caput-medusae,Common_name,,,,medusa head,--,
Taeniatherum caput-medusae,Diaspore_feature,,,awn,,--,
Taeniatherum caput-medusae,Dispersal_mode,,,combination,,FS Databse 97,
Taeniatherum caput-medusae,Dispersal_mode,,,wind,,--,
Taeniatherum caput-medusae,Dormancy_break_mech,,,after-ripening,,FS Databse 97,3 month after-ripening requirement
Taeniatherum caput-medusae,Dormancy_break_mech,,,not stratification,,Maret 96b,
Taeniatherum caput-medusae,Family,,,,Poaceae,--,
Taeniatherum caput-medusae,Germination_peak_month,10,month,,,FS Databse 97,
Taeniatherum caput-medusae,Germination_peak_month,10,month,,,Grey et al. 95,Germinates in fall of spring
Taeniatherum caput-medusae,Germination_peak_month,3,month,,,Grey et al. 95,Germinates in fall of spring
Taeniatherum caput-medusae,Germination_rate,98,%,,,FS Databse 97,
Taeniatherum caput-medusae,Germination_rate,97.69999695,%,,,Maret 96b,Untreated seeds
Taeniatherum caput-medusae,Growth_form_std,,,graminoid,,--,
Taeniatherum caput-medusae,Habit,,,herbaceous,,--,
Taeniatherum caput-medusae,Habitat_main,,,upland prairie,,--,
Taeniatherum caput-medusae,Height_max,60,cm,,,Flora ID Northwest 04,
Taeniatherum caput-medusae,Leaf_division,,,simple,,--,
Taeniatherum caput-medusae,Leaf_margin,,,entire,,--,
Taeniatherum caput-medusae,Leaf_shape,,,,linear,--,
Taeniatherum caput-medusae,Life_form,,,therophyte,,--,
Taeniatherum caput-medusae,Perenniality,,,annual,,--,
Taeniatherum caput-medusae,Propagation_mode,,,seed,,--,
Taeniatherum caput-medusae,Reproductive_sched,,,monocarpy,,--,
Taeniatherum caput-medusae,RGR_seedling,0.389999986,mg total biomass/d,,,Davis 97,
Taeniatherum caput-medusae,Root_system,,,fibrous,,--,
Taeniatherum caput-medusae,Seed_longevity,1,yr,,,FS Databse 97,Only 10% of seeds were available after being buried for one year
Taeniatherum caput-medusae,Status_Federal,,,none,,--,
Taeniatherum caput-medusae,Status_ONHIC,,,none,,--,
Taeniatherum caput-medusae,Status_State,,,none,,--
Taeniatherum caput-medusae,Stem_arrangement,,,multiple upright,,--
Taeniatherum caput-medusae,Synonym,,,,Elymus caput-medusae,--
Taeniatherum caput-medusae,Taxonomic_group,,,monocot,,
Taeniatherum caput-medusae,Where_native,,,Europe,,--
Toxicodendron diversilobum,Authority,,,,T. & G.,--
Toxicodendron diversilobum,Code,,,,TODI,"USDA, NRCS 08"
Toxicodendron diversilobum,Common_name,,,,Western poison oak,--
Toxicodendron diversilobum,Family,,,,Anacardiaceae,--
Toxicodendron diversilobum,Growth_form_std,,,shrub,,--
Toxicodendron diversilobum,Habit,,,deciduous,,--
Toxicodendron diversilobum,Habitat_main,,,woodland,,--
Toxicodendron diversilobum,Height_max,400,cm,,,Flora ID Northwest 04
Toxicodendron diversilobum,Leaf_division,,,compound,,--
Toxicodendron diversilobum,Leaf_margin,,,lobed,,--
Toxicodendron diversilobum,Leaf_shape,,,,oval-round,--
Toxicodendron diversilobum,Perenniality,,,perennial,,--
Toxicodendron diversilobum,Propagation_mode,,,seed and vegetative,,--
Toxicodendron diversilobum,Reproductive_sched,,,polycarpy,,--
Toxicodendron diversilobum,Root_system,,,tap,,--
Toxicodendron diversilobum,Status_Federal,,,none,,--
Toxicodendron diversilobum,Status_ONHIC,,,none,,--
Toxicodendron diversilobum,Status_State,,,none,,--
Toxicodendron diversilobum,Stem_arrangement,,,single upright,,--
Toxicodendron diversilobum,Synonym,,,,Rhus diversiloba,--
Toxicodendron diversilobum,Taxonomic_group,,,dicot,,
Toxicodendron diversilobum,Where_native,,,Willamette Valley,,--
Trifolium dubium,Authority,,,,Sibthorp,"USDA, NRCS 07"
Trifolium dubium,Clonality,,,non-clonal,,Ecol. Flora British Isles
Trifolium dubium,Code,,,,TRDU2,"USDA, NRCS 07"
Trifolium dubium,Common_name,,,,suckling clover,"USDA, NRCS 07"
Trifolium dubium,Diaspore_feature,,,none,,Flora ID Northwest 04
Trifolium dubium,Dispersal_peak_month,8,month,,,Grime et al. 90,
Trifolium dubium,Dormancy_break_mech,,,scarification,,Grime et al. 90,
Trifolium dubium,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Trifolium dubium,Family,,,,Fabaceae,--,
Trifolium dubium,Flowering_peak_month,7,month,,,Grime et al. 90,
Trifolium dubium,Germination_peak_month,10,month,,,Ecol. Flora British Isles,autumn germination
Trifolium dubium,Germination_rate,100,%,,,Flynn et al. 06,seed scarified
Trifolium dubium,Growth_form_Corn,,,erect leafy,,--,
Trifolium dubium,Growth_form_std,,,dicot forb,,--,
Trifolium dubium,Habit,,,herbaceous,,--,
Trifolium dubium,Habitat_main,,,upland prairie,,--,
Trifolium dubium,Height_max,30,cm,,,Flora ID Northwest 04,
Trifolium dubium,Leaf_division,,,compound,,Flora ID Northwest 04,
Trifolium dubium,Leaf_margin,,,toothed,,Flora ID Northwest 04,
Trifolium dubium,Leaf_shape,,,,obovate,Gilkey and Dennis 01,
Trifolium dubium,Life_form,,,therophyte,,Ecol. Flora British Isles,
Trifolium dubium,Mass_seed,0.409999996,mg,,,Flynn et al. 06
Trifolium dubium,Mass_seed,0.347666681,mg,,,Clark et al 08b
Trifolium dubium,Nitrogen_fixing,,,Yes,,Grime et al. 90
Trifolium dubium,Perenniality,,,annual,,--
Trifolium dubium,Propagation_mode,,,seed,,Ecol. Flora British Isles
Trifolium dubium,Reproductive_sched,,,monocarpy,,Grime et al. 90
Trifolium dubium,Root_system,,,tap,,Flora ID Northwest 04
Trifolium dubium,Seed_bank,,,yes,,Ecol. Flora British Isles
Trifolium dubium,Status_Federal,,,none,,--
Trifolium dubium,Status_ONHIC,,,none,,--
Trifolium dubium,Status_State,,,none,,--
Trifolium dubium,Stem_arrangement,,,single upright,,Gilkey and Dennis 01
Trifolium dubium,Stem_arrangement,,,multiple upright,,Gilkey and Dennis 01
Trifolium dubium,Wetland_Indicator_Status,,,UPL,,"USDA, NRCS 07"
Trifolium dubium,Where_native,,,Europe,,Ecol. Flora British Isles
Trifolium pratense,Authority,,,,L.,"USDA, NRCS 07"
Trifolium pratense,Clonality,,,non-clonal,,Ecol. Flora British Isles,
Trifolium pratense,Code,,,,TRPR2,"USDA, NRCS 07",
Trifolium pratense,Common_name,,,,red clover,"USDA, NRCS 07",
Trifolium pratense,Diaspore_feature,,,none,,Flora ID Northwest 04,
Trifolium pratense,Dispersal_peak_month,8,month,,,Ecol. Flora British Isles,summer dispersal
Trifolium pratense,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Trifolium pratense,Family,,,,Fabaceae,--,
Trifolium pratense,Flowering_peak_month,7,month,,,Ecol. Flora British Isles,
Trifolium pratense,Germination_peak_month,10,month,,,Ecol. Flora British Isles,autumn germination
Trifolium pratense,Germination_rate,100,%,,,Flynn et al. 06,seed scarified
Trifolium pratense,Germination_rate,88,mg,,,Clark et al 08b,
Trifolium pratense,Growth_form_Corn,,,erect leafy,,--,
